num_passengers,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,flight_duration,sales_channel_Internet,sales_channel_Mobile,trip_type_CircleTrip,trip_type_OneWay,trip_type_RoundTrip,booking_complete,total_service_preferences
1,28,99,8,1,DMKPER,Australia,5.62,True,False,False,False,True,0,1
2,4,32,9,6,MYYPUS,Singapore,6.33,True,False,False,False,True,0,3
2,50,6,7,1,HKTPEK,South Korea,6.42,True,False,False,False,True,0,1
1,208,6,10,5,BKICTS,Malaysia,8.67,True,False,False,False,True,0,0
2,162,18,8,0,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,3
1,29,2,8,4,PERSGN,Australia,5.62,True,False,False,False,True,0,0
1,226,223,2,1,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,3
2,132,20,15,0,OOLPEK,China,8.83,True,False,False,True,False,0,1
1,236,6,12,4,HKTSYD,Australia,8.58,True,False,False,False,True,0,0
1,34,41,14,3,PENPER,Australia,5.62,True,False,False,False,True,0,0
1,49,24,8,6,SGNSYD,Australia,8.58,True,False,False,False,True,0,0
1,93,58,6,3,CMBSYD,Australia,8.58,True,False,False,False,True,0,0
3,47,19,18,4,MELPVG,China,8.83,True,False,False,False,True,0,3
1,15,20,9,1,MELSGN,Australia,8.83,True,False,False,False,True,0,3
2,56,3,13,0,ICNMLE,South Korea,6.62,True,False,False,False,True,0,0
2,50,20,8,3,HANMEL,Vietnam,8.83,True,False,False,False,True,0,0
1,0,6,7,2,JHBMEL,Malaysia,8.83,True,False,False,False,True,0,3
2,159,36,14,6,IKAPER,Australia,8.15,True,False,False,False,True,0,2
1,22,5,19,3,HNDKBV,Japan,7.57,True,False,False,False,True,0,0
2,237,3,8,2,DPSHND,Japan,7.57,True,False,False,False,True,0,3
1,36,19,4,6,SGNSYD,Australia,8.58,False,True,False,False,True,0,2
1,73,3,14,1,ICNSIN,Singapore,6.62,True,False,False,False,True,0,0
2,31,4,2,2,ICNSIN,South Korea,6.62,True,False,False,False,True,0,0
1,117,174,13,6,ICNMEL,South Korea,8.83,True,False,False,False,True,0,2
1,112,19,12,5,CMBMEL,Australia,8.83,True,False,False,False,True,0,1
2,65,17,19,2,DPSPEK,Russia,6.42,True,False,False,False,True,0,0
1,25,4,5,6,HKTSYD,Australia,8.58,True,False,False,False,True,0,0
1,149,64,22,5,SGNSYD,Australia,8.58,True,False,False,False,True,0,3
4,52,5,2,2,LGKPEK,China,6.42,True,False,False,False,True,0,1
2,49,18,3,2,CMBSYD,Australia,8.58,True,False,False,False,True,0,2
2,58,3,23,5,HNDPEN,Japan,7.57,False,True,False,False,True,0,0
1,5,38,7,0,DPSPUS,South Korea,6.33,True,False,False,False,True,0,3
1,29,3,12,5,DPSHND,Japan,7.57,False,True,False,False,True,0,0
2,6,6,16,6,JHBTPE,Malaysia,4.67,False,True,False,False,True,0,1
4,77,4,5,4,KNOPEK,Indonesia,6.42,True,False,False,False,True,0,1
1,13,29,16,4,DACSYD,Australia,8.58,True,False,False,False,True,0,2
2,102,6,17,1,DPSPEK,China,6.42,True,False,False,False,True,0,0
1,108,151,22,4,CGKPUS,South Korea,6.33,True,False,False,False,True,0,2
1,4,19,6,5,CEBMEL,Australia,8.83,True,False,False,False,True,0,2
2,160,4,14,4,CGKPEK,Indonesia,6.42,True,False,False,False,True,0,0
1,71,87,8,2,DELSYD,Australia,8.58,True,False,False,False,True,0,2
1,21,3,6,4,HKGSYD,Australia,8.58,True,False,False,False,True,0,1
2,126,171,1,5,MELPEK,Australia,8.83,True,False,False,False,True,0,3
1,67,22,11,1,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,0
1,176,43,12,6,DELMEL,Australia,8.83,True,False,False,False,True,0,0
2,25,6,9,0,BKIPEK,China,6.42,True,False,False,False,True,0,1
1,6,23,5,3,PERSGN,Australia,5.62,True,False,False,False,True,0,1
1,14,2,10,6,MAATPE,India,4.67,True,False,False,False,True,0,0
2,128,6,4,1,HKTHND,Japan,7.57,True,False,False,False,True,0,0
1,9,5,6,0,ICNPEN,South Korea,6.62,True,False,False,False,True,0,1
2,35,17,15,2,MNLSYD,Qatar,8.58,True,False,False,False,True,0,2
2,48,6,4,3,DPSPVG,China,5.33,False,True,False,False,True,0,1
2,12,19,13,4,AKLKUL,Saudi Arabia,8.83,True,False,False,False,True,0,1
1,290,42,1,2,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,1
1,146,31,1,5,KCHMEL,Malaysia,8.83,True,False,False,False,True,0,3
2,6,4,10,2,CCUMEL,Australia,8.83,True,False,False,False,True,0,1
1,80,34,5,0,MELMRU,Australia,8.83,True,False,False,False,True,0,3
1,106,6,8,3,HKTICN,South Korea,6.62,False,True,False,False,True,0,1
1,23,39,16,6,KNOTPE,Taiwan,4.67,True,False,False,False,True,0,0
1,36,17,11,5,MELPNH,Australia,8.83,True,False,False,False,True,0,2
1,1,5,9,0,HNDSIN,Japan,7.57,False,True,False,False,True,0,0
1,12,22,23,0,BKIMEL,Australia,8.83,True,False,False,False,True,0,3
4,161,37,3,4,MNLSYD,Australia,8.58,True,False,False,False,True,0,3
1,26,20,10,0,KCHPER,Malaysia,5.62,True,False,False,False,True,0,2
1,21,5,7,6,PERPNH,Australia,5.62,True,False,False,False,True,0,1
1,3,2,9,1,SYDTRZ,Australia,8.58,True,False,False,False,True,0,0
1,137,4,2,6,PUSSIN,South Korea,6.33,True,False,False,False,True,0,3
1,107,6,14,5,ICNPEN,South Korea,6.62,True,False,False,False,True,0,3
1,42,24,6,2,KTMMEL,Australia,8.83,True,False,False,True,False,0,3
1,70,18,11,5,CMBPER,Australia,5.62,True,False,False,False,True,0,3
1,54,6,6,3,DMKPER,Australia,5.62,True,False,False,False,True,0,0
1,3,4,5,1,CTSDPS,Indonesia,8.67,True,False,False,False,True,0,1
1,178,25,10,6,MELPEN,Australia,8.83,False,True,False,False,True,0,3
4,153,4,11,1,HKTPUS,South Korea,6.33,True,False,False,False,True,0,2
1,35,5,13,6,CMBICN,United Kingdom,6.62,True,False,False,False,True,0,3
1,7,32,8,1,SUBXIY,Indonesia,5.0,True,False,False,False,True,0,1
2,100,56,14,4,JHBTPE,Malaysia,4.67,True,False,False,False,True,0,2
2,1,59,2,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,0,1
1,26,6,12,2,ICNSYD,South Korea,8.58,True,False,False,False,True,0,1
2,59,4,7,3,HKTPUS,South Korea,6.33,False,True,False,False,True,0,1
3,47,6,7,4,KBVPEK,Hong Kong,6.42,True,False,False,False,True,0,0
1,90,32,4,2,MELSGN,Australia,8.83,True,False,False,False,True,0,2
2,25,6,12,3,HKTPEK,China,6.42,True,False,False,False,True,0,0
5,204,25,11,6,KCHPER,Australia,5.62,True,False,False,False,True,0,0
1,47,3,4,3,ICNPEN,Malaysia,6.62,False,True,False,False,True,0,0
3,174,6,13,2,ICNSYD,South Korea,8.58,True,False,False,False,True,0,1
5,271,47,6,2,HYDSYD,Australia,8.58,True,False,False,False,True,0,2
1,17,119,15,4,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,0
6,29,362,5,6,PUSSYD,South Korea,8.58,True,False,False,False,True,0,3
1,2,76,6,4,SGNSYD,Vietnam,8.58,True,False,False,False,True,0,1
2,88,17,8,0,RGNSYD,Australia,8.58,True,False,False,False,True,0,0
1,122,26,8,6,HYDPER,Australia,5.62,True,False,False,False,True,0,1
2,195,33,0,1,KBVPER,Australia,5.62,True,False,False,False,True,0,3
2,73,5,11,3,KLOOOL,Australia,8.83,True,False,False,False,True,0,1
1,34,24,5,0,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,1
1,15,62,4,3,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,2
4,36,6,12,3,DELMRU,India,7.42,True,False,False,False,True,0,1
2,34,45,6,0,MELRGN,Australia,8.83,True,False,False,False,True,0,3
1,23,4,12,4,MELSGN,Australia,8.83,True,False,False,False,True,0,2
2,249,3,17,2,CGKPEK,Indonesia,6.42,True,False,False,False,True,0,3
1,1,4,23,4,HKTSYD,Thailand,8.58,True,False,False,False,True,0,2
1,74,87,12,4,BLRPER,India,5.62,True,False,False,False,True,0,1
1,47,5,10,6,SGNSYD,Australia,8.58,True,False,False,False,True,0,1
1,10,76,1,1,ICNPER,South Korea,6.62,True,False,False,False,True,0,1
1,38,20,12,0,SGNSYD,Australia,8.58,True,False,False,False,True,0,1
1,41,17,13,2,KCHMEL,Australia,8.83,True,False,False,False,True,0,1
1,49,4,6,1,COKMEL,Australia,8.83,False,True,False,False,True,0,3
1,134,24,23,5,KCHMEL,Malaysia,8.83,True,False,False,False,True,0,0
1,5,44,9,4,KTMMFM,Macau,4.75,True,False,False,False,True,0,1
1,4,6,4,2,ICNMEL,Australia,8.83,True,False,False,False,True,0,0
1,34,23,13,5,KCHSYD,Australia,8.58,True,False,False,False,True,0,0
1,317,38,9,0,MNLSYD,Australia,8.58,True,False,False,False,True,0,1
2,11,4,12,5,OOLPEK,Australia,8.83,True,False,False,False,True,0,1
2,67,17,11,6,SUBTPE,Indonesia,4.67,True,False,False,False,True,0,1
1,86,4,16,6,KIXRGN,Japan,7.0,True,False,False,False,True,0,3
1,58,24,15,4,MELPEK,China,8.83,True,False,False,False,True,0,0
2,40,35,11,5,ICNMEL,South Korea,8.83,True,False,False,False,True,0,3
1,9,61,16,6,BLRSYD,India,8.58,True,False,False,False,True,0,2
1,95,3,15,3,HKGOOL,Hong Kong,8.83,True,False,False,False,True,0,1
1,46,4,4,3,HNDSIN,Japan,7.57,True,False,False,False,True,0,0
2,106,20,3,1,DMKMEL,Australia,8.83,True,False,False,False,True,0,2
1,196,31,3,1,KNOSYD,Indonesia,8.58,True,False,False,False,True,0,1
1,320,29,12,1,PERUTP,Australia,5.62,True,False,False,False,True,0,1
2,131,5,12,0,DPSICN,South Korea,6.62,True,False,False,False,True,0,0
1,351,29,2,3,CANPER,Australia,5.62,False,True,False,False,True,0,3
1,18,36,11,0,COKMEL,Indonesia,8.83,True,False,False,False,True,0,3
1,61,18,3,0,OOLSGN,Australia,8.83,True,False,False,False,True,0,2
1,70,3,13,5,DPSICN,South Korea,6.62,True,False,False,False,True,0,1
1,147,6,10,4,PENTPE,Malaysia,4.67,True,False,False,False,True,0,1
1,163,4,2,6,LGKMEL,Australia,8.83,True,False,False,False,True,0,2
1,29,22,7,5,PENPER,Malaysia,5.62,True,False,False,False,True,0,0
2,29,6,15,5,MLEPER,Australia,5.62,True,False,False,False,True,0,0
2,4,19,4,4,MELPVG,Australia,8.83,True,False,False,False,True,0,1
1,206,28,9,1,COKSYD,Australia,8.58,True,False,False,False,True,0,1
3,258,5,2,4,DMKPER,Thailand,5.62,True,False,False,False,True,0,2
1,16,3,11,6,MELPEN,Australia,8.83,True,False,False,False,True,0,1
2,42,6,15,2,HKTKIX,Japan,7.0,False,True,False,False,True,0,3
1,169,33,6,4,COKSYD,Australia,8.58,True,False,False,False,True,0,2
2,177,25,7,5,DADSYD,Australia,8.58,True,False,False,False,True,0,1
1,69,20,10,1,HKTSYD,Australia,8.58,True,False,False,False,True,0,3
1,31,3,7,6,CGKICN,South Korea,6.62,True,False,False,False,True,0,0
2,146,28,13,4,DPSICN,South Korea,6.62,True,False,False,False,True,0,1
2,88,146,14,3,HKTOOL,Australia,8.83,True,False,False,False,True,0,1
1,243,5,5,4,PERPNH,Australia,5.62,True,False,False,False,True,0,1
1,7,60,10,0,CGKTPE,Taiwan,4.67,True,False,False,False,True,0,3
1,118,35,6,1,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,1
2,153,20,9,6,PERTPE,Australia,5.62,True,False,False,False,True,0,2
1,237,5,14,0,BKIPER,Australia,5.62,True,False,False,False,True,0,2
2,37,18,22,2,DMKSYD,Australia,8.58,True,False,False,False,True,0,3
3,222,21,8,4,MELSGN,Australia,8.83,True,False,False,False,True,0,0
4,104,6,15,4,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,3
2,38,5,5,0,DPSPEK,Japan,6.42,True,False,False,False,True,0,0
1,85,58,15,6,MELXIY,China,8.83,True,False,False,False,True,0,0
2,166,42,12,3,KCHMEL,Australia,8.83,True,False,False,False,True,0,3
1,47,4,2,2,CGKPVG,China,5.33,False,True,False,False,True,0,0
4,63,4,10,0,ICNSIN,South Korea,6.62,False,True,False,False,True,0,2
1,26,6,8,1,ICNSIN,Singapore,6.62,True,False,False,False,True,0,1
1,9,38,4,5,DACMEL,Bangladesh,8.83,True,False,False,False,True,0,2
1,23,26,4,1,KNOSYD,Australia,8.58,False,True,False,False,True,0,1
1,24,28,9,6,PNHSYD,Australia,8.58,True,False,False,False,True,0,1
1,82,30,2,4,MNLPER,Australia,5.62,True,False,False,False,True,0,1
2,237,5,19,3,DMKHND,Germany,7.57,True,False,False,False,True,0,1
1,165,5,14,1,DMKICN,Thailand,6.62,True,False,False,False,True,0,3
1,122,17,1,1,MELSGN,Australia,8.83,True,False,False,False,True,0,1
1,81,41,11,2,AORICN,South Korea,6.62,True,False,False,False,True,0,2
2,192,49,7,4,DACSYD,Australia,8.58,True,False,False,False,True,0,2
1,50,24,19,6,HANMEL,Mexico,8.83,True,False,False,False,True,0,1
2,37,6,7,4,LGKWUH,China,5.13,False,True,False,False,True,0,1
2,190,83,22,1,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,1
1,3,5,2,4,CTUPEN,China,4.72,False,True,False,False,True,0,0
1,43,30,7,1,DMKSYD,Australia,8.58,False,True,False,False,True,0,1
2,55,27,6,6,OOLSGN,Australia,8.83,True,False,False,False,True,0,1
1,40,29,8,6,IKAPER,Australia,8.15,True,False,False,False,True,0,2
2,48,27,19,6,AKLKUL,United States,8.83,True,False,False,False,True,0,2
1,53,3,5,3,KIXSIN,Singapore,7.0,True,False,False,False,True,0,1
1,0,5,7,6,ICNSYD,Australia,8.58,False,True,False,False,True,0,0
1,37,5,6,1,HKTTPE,Taiwan,4.67,True,False,False,False,True,0,0
1,10,4,6,2,PENTPE,Malaysia,4.67,True,False,False,False,True,0,1
1,19,22,14,3,ICNPER,South Korea,6.62,True,False,False,False,True,0,3
1,7,6,15,3,MELPVG,China,8.83,True,False,False,False,True,0,0
2,55,4,16,5,PEKPEN,Malaysia,6.42,True,False,False,False,True,0,3
1,14,33,7,6,KCHMEL,Malaysia,8.83,True,False,False,False,True,0,3
1,7,29,8,0,DMKPER,Australia,5.62,True,False,False,False,True,0,0
1,15,90,6,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,0,1
1,95,111,13,6,KCHOOL,Malaysia,8.83,True,False,False,False,True,0,2
1,18,31,16,2,CANPER,Australia,5.62,True,False,False,False,True,0,3
1,84,104,7,6,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,1
2,89,4,5,3,KIXSIN,Japan,7.0,True,False,False,False,True,0,1
1,3,92,0,0,MRUSYD,Australia,8.58,True,False,False,False,True,0,3
1,332,4,6,5,HNDLGK,Japan,7.57,False,True,False,False,True,0,0
1,26,26,14,1,CTSOOL,Japan,8.83,True,False,False,False,True,0,1
1,74,5,15,0,PVGRGN,Myanmar (Burma),5.33,True,False,False,False,True,0,3
1,8,41,11,4,COKHGH,China,5.07,True,False,False,False,True,0,2
1,21,3,6,6,JHBMEL,Malaysia,8.83,True,False,False,False,True,0,0
1,266,3,0,0,HNDSIN,Japan,7.57,False,True,False,False,True,0,0
1,37,55,8,0,DELMEL,India,8.83,False,True,False,False,True,0,1
1,30,5,0,3,HKTPER,Australia,5.62,True,False,False,False,True,0,1
1,10,48,14,2,MELTPE,Australia,8.83,True,False,False,False,True,0,1
1,49,6,2,3,CGKHND,Japan,7.57,True,False,False,False,True,0,0
1,35,85,3,0,CGKMEL,Australia,8.83,True,False,False,False,True,0,3
1,24,239,16,5,DELMEL,India,8.83,True,False,False,False,True,0,1
1,74,22,2,3,DMKOOL,Australia,8.83,True,False,False,False,True,0,1
2,246,28,6,1,CMBMEL,Australia,8.83,True,False,False,False,True,0,2
1,34,22,23,3,PERPUS,Australia,6.33,True,False,False,False,True,0,2
2,170,22,8,1,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,1
1,28,88,14,4,DMKSYD,Thailand,8.58,False,True,False,False,True,0,2
2,87,5,13,4,HKTICN,South Korea,6.62,True,False,False,False,True,0,2
1,28,6,10,0,KCHPER,Australia,5.62,True,False,False,False,True,0,1
1,3,27,13,1,PENSYD,Malaysia,8.58,False,True,False,False,True,0,1
1,125,64,3,1,OOLPNH,Cambodia,8.83,True,False,False,False,True,0,1
2,349,17,17,3,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,2
1,46,26,8,6,DELMEL,Australia,8.83,True,False,False,False,True,0,2
1,35,6,8,0,ICNSYD,Australia,8.58,True,False,False,False,True,0,2
1,205,99,12,2,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,1
1,10,23,12,2,BKISYD,Australia,8.58,True,False,False,False,True,0,3
2,141,23,1,6,CMBMEL,Australia,8.83,True,False,False,False,True,0,2
1,27,19,8,1,KIXREP,Japan,7.0,True,False,False,False,True,0,0
1,12,42,4,5,KTMMFM,China,4.75,True,False,False,False,True,0,1
1,35,22,8,6,MELVTZ,Australia,8.83,True,False,False,False,True,0,3
2,19,6,13,0,PEKSIN,China,6.42,True,False,False,False,True,0,1
2,85,4,2,1,HKTMEL,Australia,8.83,True,False,False,False,True,0,0
2,28,3,9,0,DPSICN,South Korea,6.62,True,False,False,False,True,0,2
2,44,21,4,6,CGKPEK,Indonesia,6.42,True,False,False,False,True,0,1
2,233,6,4,3,CTSDMK,Thailand,8.67,False,True,False,False,True,0,1
3,11,4,8,5,CGKPVG,Japan,5.33,True,False,False,False,True,0,0
1,20,4,1,3,HGHTGG,Malaysia,5.07,True,False,False,False,True,0,3
1,23,19,8,6,PENPER,Australia,5.62,True,False,False,False,True,0,3
1,31,41,3,4,HGHSBW,Malaysia,5.07,True,False,False,False,True,0,1
2,12,5,9,6,DMKKIX,Japan,7.0,True,False,False,False,True,0,2
2,19,4,13,1,DPSICN,South Korea,6.62,True,False,False,False,True,0,1
1,21,87,3,6,HNDPEN,Malaysia,7.57,True,False,False,False,True,0,2
2,8,45,6,1,HKTPER,Australia,5.62,True,False,False,False,True,0,1
2,54,5,12,4,ICNJHB,Singapore,6.62,True,False,False,False,True,0,1
1,200,87,12,3,BKISYD,Australia,8.58,True,False,False,False,True,0,2
2,30,20,14,1,CCUMEL,Australia,8.83,True,False,False,False,True,0,2
3,99,20,11,4,MAASYD,Australia,8.58,True,False,False,False,True,0,2
4,219,29,4,1,ICNSYD,South Korea,8.58,True,False,False,False,True,0,3
1,16,18,12,1,IKAOOL,Australia,8.83,True,False,False,False,True,0,3
1,31,84,2,0,MELTPE,Taiwan,8.83,True,False,False,False,True,0,3
2,91,43,13,2,HNDTRZ,Japan,7.57,True,False,False,False,True,0,3
1,43,89,6,2,MELSGN,Vietnam,8.83,True,False,False,False,True,0,2
1,59,22,5,0,PVGTWU,China,5.33,True,False,False,False,True,0,1
2,109,20,13,3,ICNSYD,South Korea,8.58,True,False,False,False,True,0,1
1,49,161,10,6,DMKMEL,Germany,8.83,True,False,False,False,True,0,3
1,15,76,10,6,CEBMEL,Philippines,8.83,True,False,False,False,True,0,3
1,72,6,10,4,DMKSYD,Thailand,8.58,True,False,False,False,True,0,3
1,106,25,13,6,PERSGN,Australia,5.62,False,True,False,False,True,0,3
2,247,4,6,3,KIXLGK,Japan,7.0,True,False,False,False,True,0,0
2,321,36,5,5,MELMNL,Australia,8.83,True,False,False,False,True,0,3
1,51,5,15,1,JHBKIX,Malaysia,7.0,False,True,False,False,True,0,3
1,48,89,10,1,MELMNL,Philippines,8.83,False,True,False,False,True,0,3
1,1,1,6,1,ICNMEL,Malaysia,8.83,False,True,False,False,True,0,0
1,135,6,7,4,PEKPEN,Malaysia,6.42,True,False,False,False,True,0,3
2,65,21,7,4,CMBOOL,Australia,8.83,True,False,False,False,True,0,0
1,12,4,13,5,PERSZX,Australia,5.62,True,False,False,False,True,0,2
6,136,5,10,1,PENTPE,Malaysia,4.67,False,True,False,False,True,0,1
1,65,17,16,5,HNDPEN,Japan,7.57,True,False,False,False,True,0,2
1,1,46,6,6,CNXPER,Australia,5.62,True,False,False,False,True,0,1
1,17,4,2,5,ICNSYD,Australia,8.58,True,False,False,False,True,0,1
1,25,3,14,4,DPSICN,South Korea,6.62,True,False,False,False,True,0,0
1,72,26,12,4,DMKSYD,Australia,8.58,True,False,False,False,True,0,3
1,96,5,8,1,HGHHKT,China,5.07,False,True,False,False,True,0,0
4,270,4,18,3,DMKKIX,Thailand,7.0,True,False,False,False,True,0,1
2,39,92,12,5,ICNKCH,Malaysia,6.62,True,False,False,False,True,0,3
1,16,3,8,1,DPSPUS,South Korea,6.33,True,False,False,False,True,0,3
2,18,4,16,2,HKTICN,South Korea,6.62,False,True,False,False,True,0,1
1,64,25,3,4,GOIOOL,Australia,8.83,True,False,False,False,True,0,2
1,180,36,2,5,DMKOOL,Australia,8.83,False,True,False,False,True,0,3
1,38,58,4,6,BKIPER,Malaysia,5.62,True,False,False,False,True,0,0
1,6,21,4,3,COKMEL,Australia,8.83,False,True,False,False,True,0,3
2,37,4,1,1,HKTICN,South Korea,6.62,True,False,False,False,True,0,2
2,21,3,1,4,HYDPER,Australia,5.62,True,False,False,False,True,0,2
1,17,44,13,1,PERSGN,Australia,5.62,True,False,False,False,True,0,3
1,95,4,6,2,DPSHND,Japan,7.57,False,True,False,False,True,0,0
4,23,30,5,5,HYDMEL,Australia,8.83,True,False,False,False,True,0,1
1,3,21,14,6,ICNSIN,Singapore,6.62,True,False,False,False,True,0,0
1,176,30,13,6,HYDPER,Australia,5.62,True,False,False,False,True,0,2
1,21,3,3,1,CGKHND,United States,7.57,True,False,False,False,True,0,2
2,27,3,7,2,HNDPEN,Japan,7.57,True,False,False,False,True,0,1
1,205,91,10,3,MELPEN,Malaysia,8.83,True,False,False,False,True,0,2
1,22,27,9,3,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,1
1,83,28,9,6,HKTOOL,Australia,8.83,True,False,False,False,True,0,3
1,75,19,1,2,CTUKCH,Malaysia,4.72,True,False,False,False,True,0,1
3,349,18,20,1,AKLKUL,New Zealand,8.83,True,False,False,False,True,0,2
1,7,19,10,4,OOLPNH,Australia,8.83,True,False,False,False,True,0,2
1,3,111,3,3,JHBKTM,Malaysia,4.75,True,False,False,False,True,0,1
1,322,4,12,2,KIXRGN,Japan,7.0,True,False,False,False,True,0,1
1,111,28,11,1,PERPUS,Australia,6.33,True,False,False,False,True,0,2
1,293,6,2,4,DPSPUS,South Korea,6.33,True,False,False,False,True,0,0
1,32,5,10,1,HKTICN,South Korea,6.62,True,False,False,False,True,0,1
1,24,4,2,4,DMKMEL,Australia,8.83,True,False,False,False,True,0,0
1,45,26,7,1,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,3
1,0,21,4,0,MAASYD,United States,8.58,True,False,False,False,True,0,2
1,54,29,5,6,DPSOOL,Australia,8.83,True,False,False,False,True,0,0
3,142,17,8,0,DELSIN,Singapore,5.52,True,False,False,False,True,0,1
2,240,5,7,1,HNDLGK,Japan,7.57,True,False,False,False,True,0,0
1,61,20,14,1,KNOPER,Australia,5.62,True,False,False,False,True,0,3
1,40,3,2,2,PEKSIN,China,6.42,True,False,False,False,True,0,0
1,95,18,11,0,CGKICN,South Korea,6.62,True,False,False,False,True,0,2
4,43,4,5,3,PENTPE,Malaysia,4.67,True,False,False,False,True,0,3
4,22,19,12,6,SINSYD,Singapore,8.58,True,False,False,False,True,0,3
2,1,6,7,4,CGKICN,Thailand,6.62,True,False,False,False,True,0,1
1,84,20,12,5,HYDPER,Australia,5.62,True,False,False,False,True,0,1
1,12,5,9,4,ICNKCH,Singapore,6.62,True,False,False,False,True,0,1
9,205,5,15,3,DPSPVG,China,5.33,True,False,False,False,True,0,2
1,86,47,21,0,DMKOOL,Australia,8.83,False,True,False,False,True,0,3
1,30,3,0,4,DPSICN,South Korea,6.62,True,False,False,False,True,0,0
1,47,4,2,4,CMBPER,Australia,5.62,True,False,False,False,True,0,2
2,28,6,5,3,HKTPER,Australia,5.62,True,False,False,False,True,0,1
1,44,3,10,6,KIXSIN,Japan,7.0,True,False,False,False,True,0,0
1,13,61,9,4,OOLSBW,Malaysia,8.83,False,True,False,False,True,0,3
1,185,4,13,1,KIXREP,Japan,7.0,True,False,False,False,True,0,0
2,4,229,7,0,COKMEL,Australia,8.83,False,True,False,False,True,0,2
1,72,3,16,4,ICNSIN,South Korea,6.62,True,False,False,False,True,0,2
1,106,24,12,1,PENPER,Australia,5.62,True,False,False,False,True,0,3
1,20,41,14,2,MELPVG,China,8.83,False,True,False,False,True,0,2
2,0,4,11,2,PERSGN,Australia,5.62,True,False,False,False,True,0,1
5,66,5,11,5,PENPVG,China,5.33,True,False,False,False,True,0,0
1,9,3,13,1,PENTPE,Malaysia,4.67,True,False,False,False,True,0,0
2,141,6,12,2,MELMNL,Australia,8.83,True,False,False,False,True,0,0
2,13,6,12,1,MRUSZX,Mauritius,7.42,True,False,False,False,True,0,1
2,149,29,7,3,CMBOOL,Australia,8.83,True,False,False,False,True,0,0
2,82,5,16,4,DPSPEK,China,6.42,True,False,False,False,True,0,1
1,2,168,9,4,HYDPER,Australia,5.62,True,False,False,False,True,0,2
1,16,4,13,5,HKTSYD,Australia,8.58,True,False,False,False,True,0,0
2,250,25,12,0,PERRGN,Australia,5.62,True,False,False,False,True,0,2
2,11,5,17,4,PENTPE,Malaysia,4.67,False,True,False,False,True,0,1
3,154,55,14,5,PENTPE,Taiwan,4.67,True,False,False,False,True,0,3
1,334,6,2,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,0,0
1,47,4,12,0,KIXSIN,Singapore,7.0,True,False,False,False,True,0,1
2,108,6,14,0,HNDPEN,Malaysia,7.57,True,False,False,False,True,0,2
1,51,4,11,6,CGKICN,South Korea,6.62,True,False,False,False,True,0,0
1,18,2,17,3,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,2
1,68,72,14,3,DPSPEK,Indonesia,6.42,False,True,False,False,True,0,2
1,234,30,2,0,MELPEN,Australia,8.83,True,False,False,False,True,0,2
2,173,5,13,4,ICNSIN,South Korea,6.62,True,False,False,False,True,0,1
2,206,4,12,3,DMKKIX,Thailand,7.0,True,False,False,False,True,0,2
2,30,5,9,0,ICNMLE,South Korea,6.62,True,False,False,False,True,0,1
1,39,23,2,0,HNDSIN,Singapore,7.57,True,False,False,False,True,0,1
2,292,23,15,4,AKLKUL,Malaysia,8.83,True,False,False,False,True,0,1
2,87,6,19,3,DELHND,United Arab Emirates,7.57,True,False,False,False,True,0,2
2,108,3,14,3,KIXREP,Japan,7.0,False,True,False,False,True,0,0
4,359,4,14,5,BKIICN,South Korea,6.62,True,False,False,False,True,0,2
1,22,23,8,1,DMKMEL,Australia,8.83,True,False,False,False,True,0,0
2,178,5,6,0,DPSPUS,South Korea,6.33,True,False,False,False,True,0,2
1,36,4,7,6,KTMREP,Nepal,4.75,True,False,False,False,True,0,0
1,43,28,5,2,DPSSYD,Australia,8.58,True,False,False,False,True,0,1
1,29,19,8,6,HKTICN,South Korea,6.62,False,True,False,False,True,0,0
1,167,4,7,0,PENPUS,Malaysia,6.33,True,False,False,False,True,0,3
2,169,6,11,0,MRUPER,Australia,7.42,True,False,False,False,True,0,1
2,29,31,6,1,CMBMEL,Australia,8.83,True,False,False,False,True,0,2
1,15,33,10,5,KIXOOL,Australia,8.83,True,False,False,False,True,0,0
1,15,37,7,1,KTMPEN,Malaysia,4.75,True,False,False,False,True,0,1
1,7,6,6,5,CGKKIX,Japan,7.0,True,False,False,False,True,0,1
1,17,5,1,1,HKGSYD,Australia,8.58,False,True,False,False,True,0,0
