num_passengers,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,flight_duration,sales_channel_Internet,sales_channel_Mobile,trip_type_CircleTrip,trip_type_OneWay,trip_type_RoundTrip,booking_complete,total_service_preferences
1,235,20,7,2,HNDPER,Australia,7.57,True,False,False,False,True,1,1
3,153,19,9,6,HNDPER,Australia,7.57,True,False,False,False,True,1,1
1,46,19,13,2,HNDPER,Australia,7.57,True,False,False,False,True,1,3
1,18,20,12,2,HNDREP,Thailand,7.57,True,False,False,False,True,1,1
1,4,81,9,4,HNDRGN,Japan,7.57,True,False,False,False,True,1,1
1,11,19,11,4,HNDSGN,Laos,7.57,True,False,False,False,True,1,1
1,90,31,1,4,HNDSGN,Vietnam,7.57,True,False,False,False,True,1,0
1,25,71,12,4,HNDSGN,Japan,7.57,True,False,False,False,True,1,2
1,3,75,0,2,HNDSGN,Japan,7.57,True,False,False,False,True,1,3
1,9,1,8,2,HNDSIN,Singapore,7.57,True,False,False,False,True,1,0
1,12,30,2,0,HNDSIN,Japan,7.57,True,False,False,False,True,1,0
1,82,21,12,4,HNDSIN,Singapore,7.57,True,False,False,False,True,1,3
1,32,18,4,4,HNDSIN,Singapore,7.57,True,False,False,False,True,1,1
1,106,34,12,1,HNDSIN,France,7.57,True,False,False,False,True,1,1
1,43,18,8,2,HNDSIN,Singapore,7.57,True,False,False,False,True,1,2
1,10,74,2,3,HNDSUB,Japan,7.57,True,False,False,False,True,1,3
1,74,34,8,5,HNDSUB,Indonesia,7.57,True,False,False,False,True,1,1
3,21,24,17,4,HNDSUB,Indonesia,7.57,True,False,False,False,True,1,3
1,49,39,1,0,HNDSUB,Indonesia,7.57,True,False,False,False,True,1,3
1,35,1,8,2,HNDSUB,Indonesia,7.57,True,False,True,False,False,1,2
1,86,177,0,2,HNDSUB,Japan,7.57,True,False,False,False,True,1,3
1,7,83,13,3,HNDSUB,Japan,7.57,False,True,False,False,True,1,3
1,8,17,5,5,HNDSUB,Indonesia,7.57,True,False,False,False,True,1,1
1,85,29,13,3,HNDSUB,Brunei,7.57,True,False,False,False,True,1,1
1,59,23,13,1,HNDSUB,Japan,7.57,True,False,False,False,True,1,2
1,8,41,1,5,HNDSUB,Indonesia,7.57,True,False,False,False,True,1,3
1,46,92,11,4,HYDMEL,India,8.83,True,False,False,False,True,1,1
1,67,30,21,6,HYDMEL,Australia,8.83,True,False,False,False,True,1,1
1,32,22,23,2,HYDMEL,Australia,8.83,True,False,False,False,True,1,2
3,3,23,9,1,HYDMEL,Australia,8.83,True,False,False,False,True,1,3
1,18,20,4,4,HYDMEL,India,8.83,True,False,False,False,True,1,3
2,42,18,9,4,HYDMEL,India,8.83,True,False,False,False,True,1,2
2,27,89,12,6,HYDOOL,Australia,8.83,True,False,False,False,True,1,2
1,237,19,10,6,HYDOOL,India,8.83,True,False,False,False,True,1,0
2,10,355,5,4,HYDOOL,India,8.83,True,False,False,False,True,1,3
2,13,64,12,0,HYDPER,Australia,5.62,True,False,False,False,True,1,2
2,39,30,3,4,HYDPER,Australia,5.62,True,False,False,False,True,1,2
1,25,22,12,3,HYDPER,India,5.62,True,False,False,False,True,1,3
4,22,20,5,3,HYDPER,Australia,5.62,True,False,False,False,True,1,2
2,6,194,10,0,HYDPER,India,5.62,True,False,False,False,True,1,2
1,3,123,13,1,HYDPER,India,5.62,True,False,False,False,True,1,1
1,10,26,20,6,HYDSYD,United Arab Emirates,8.58,True,False,False,False,True,1,3
2,27,57,12,1,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
1,13,29,12,6,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
1,47,17,23,0,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
1,73,18,4,2,HYDSYD,Australia,8.58,True,False,False,False,True,1,2
1,62,21,8,3,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
1,3,23,10,1,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
2,22,68,11,5,HYDSYD,India,8.58,True,False,False,False,True,1,2
3,47,34,8,4,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
1,39,21,16,1,HYDSYD,India,8.58,True,False,False,False,True,1,3
1,48,17,2,4,HYDSYD,India,8.58,True,False,False,False,True,1,1
1,25,20,8,1,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
1,13,29,13,6,HYDSYD,Australia,8.58,True,False,False,False,True,1,0
1,125,26,0,5,HYDSYD,Australia,8.58,True,False,False,False,True,1,3
3,170,19,17,1,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,2
1,68,20,1,0,ICNJHB,South Korea,6.62,True,False,False,False,True,1,3
1,4,30,9,5,ICNJHB,Singapore,6.62,True,False,False,False,True,1,1
3,108,29,15,1,ICNJHB,Malaysia,6.62,False,True,False,False,True,1,1
1,111,17,6,0,ICNJHB,Singapore,6.62,False,True,False,False,True,1,1
1,34,19,9,4,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,1
1,29,19,5,6,ICNJHB,South Korea,6.62,True,False,False,False,True,1,3
5,32,23,2,0,ICNJHB,South Korea,6.62,True,False,False,False,True,1,2
1,6,30,12,0,ICNJHB,Malaysia,6.62,True,False,False,False,True,1,3
1,36,201,7,2,ICNJHB,South Korea,6.62,True,False,False,False,True,1,3
1,2,29,14,1,ICNJHB,Malaysia,6.62,False,True,False,False,True,1,1
1,130,24,13,4,ICNKBR,Malaysia,6.62,True,False,False,False,True,1,3
1,15,24,3,0,ICNKCH,South Korea,6.62,True,False,False,False,True,1,3
2,1,24,12,6,ICNKCH,South Korea,6.62,True,False,False,False,True,1,0
1,59,27,0,5,ICNKCH,South Korea,6.62,True,False,False,False,True,1,0
1,3,72,7,1,ICNKCH,South Korea,6.62,True,False,False,False,True,1,1
2,92,23,4,5,ICNKCH,South Korea,6.62,True,False,False,False,True,1,1
1,54,35,12,5,ICNKCH,United Kingdom,6.62,True,False,False,False,True,1,1
1,1,242,7,0,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,1
1,15,85,14,3,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,1
1,42,18,13,6,ICNKCH,South Korea,6.62,True,False,False,False,True,1,1
1,25,48,17,6,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,2
1,13,18,1,6,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,0
2,23,21,8,0,ICNKCH,Malaysia,6.62,True,False,False,False,True,1,1
1,131,22,14,1,ICNKCH,United States,6.62,False,True,False,False,True,1,2
1,14,45,11,1,ICNKNO,Indonesia,6.62,True,False,False,False,True,1,1
1,106,35,4,5,ICNKNO,Indonesia,6.62,True,False,False,False,True,1,1
1,142,29,11,2,ICNKNO,South Korea,6.62,True,False,False,False,True,1,1
2,109,29,5,0,ICNKNO,Indonesia,6.62,True,False,False,False,True,1,0
2,53,369,13,1,ICNKNO,Indonesia,6.62,False,True,False,False,True,1,0
1,93,1,7,4,ICNLGK,South Korea,6.62,True,False,False,False,True,1,2
1,287,70,7,0,ICNLGK,South Korea,6.62,True,False,False,False,True,1,2
1,176,64,13,3,ICNMAA,India,6.62,True,False,False,False,True,1,3
1,32,19,9,1,ICNMEL,Australia,8.83,True,False,False,False,True,1,3
1,17,26,11,5,ICNMEL,Australia,8.83,True,False,False,False,True,1,3
1,29,27,6,4,ICNMEL,Australia,8.83,True,False,False,False,True,1,1
1,84,94,13,2,ICNMLE,South Korea,6.62,True,False,False,False,True,1,2
1,29,41,14,0,ICNMYY,Malaysia,6.62,True,False,False,False,True,1,3
1,40,25,9,6,ICNOOL,Australia,8.83,True,False,False,False,True,1,1
2,125,18,23,4,ICNOOL,Australia,8.83,True,False,False,False,True,1,3
1,98,72,10,3,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,88,17,11,3,ICNPEN,South Korea,6.62,True,False,False,False,True,1,3
1,113,67,11,6,ICNPEN,South Korea,6.62,True,False,False,False,True,1,2
1,8,21,9,0,ICNPEN,South Korea,6.62,True,False,False,False,True,1,3
3,128,23,10,6,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
1,2,56,8,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
3,92,36,5,0,ICNPEN,South Korea,6.62,True,False,False,False,True,1,2
1,14,89,8,5,ICNPEN,Singapore,6.62,True,False,False,False,True,1,1
3,128,23,10,6,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
1,171,28,2,6,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,1
1,32,23,14,1,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,3
2,211,34,3,4,ICNPEN,South Korea,6.62,True,False,False,False,True,1,0
1,81,28,3,4,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
1,1,75,4,4,ICNPEN,South Korea,6.62,True,False,False,False,True,1,2
2,14,1,2,1,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
1,97,37,6,2,ICNPEN,South Korea,6.62,True,False,False,False,True,1,3
2,106,40,10,3,ICNPEN,Malaysia,6.62,True,False,False,False,True,1,2
1,93,63,9,3,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
1,55,84,12,3,ICNPEN,South Korea,6.62,True,False,False,False,True,1,1
2,180,28,11,2,ICNPEN,South Korea,6.62,True,False,False,False,True,1,2
1,94,34,7,0,ICNPER,Australia,6.62,True,False,False,False,True,1,1
1,231,17,1,6,ICNSBW,Malaysia,6.62,True,False,False,False,True,1,2
1,220,54,12,1,ICNSBW,Malaysia,6.62,True,False,False,False,True,1,1
1,110,19,12,1,ICNSBW,Malaysia,6.62,True,False,False,False,True,1,1
1,86,17,9,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
1,14,21,6,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,42,19,7,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,75,20,8,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,63,31,14,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,38,17,12,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,3
1,67,30,14,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,79,44,14,0,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,137,36,9,3,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,45,23,2,1,ICNSIN,South Korea,6.62,True,False,False,False,True,1,1
1,5,21,13,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,3
2,133,40,11,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,9,18,4,4,ICNSIN,South Korea,6.62,True,False,False,False,True,1,1
1,234,18,16,1,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
2,16,1,18,4,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,18,18,13,6,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
1,61,18,11,3,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,40,35,4,1,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,80,18,9,1,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
2,110,32,9,1,ICNSIN,Singapore,6.62,True,False,False,False,True,1,2
1,82,28,14,1,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,26,61,10,2,ICNSIN,Singapore,6.62,True,False,False,False,True,1,1
1,1,21,9,5,ICNSIN,Singapore,6.62,True,False,False,False,True,1,0
1,6,20,0,6,ICNSYD,Australia,8.58,True,False,False,False,True,1,2
1,86,22,14,5,ICNSYD,Australia,8.58,True,False,False,False,True,1,2
2,78,28,10,4,ICNSYD,Australia,8.58,True,False,False,False,True,1,1
1,40,167,0,5,ICNTRZ,South Korea,6.62,True,False,False,False,True,1,3
2,8,52,6,6,ICNVTZ,South Korea,6.62,True,False,False,False,True,1,1
1,14,63,12,5,IKAPEN,Malaysia,8.15,True,False,False,False,True,1,3
2,142,25,17,0,JEDKNO,Indonesia,9.5,True,False,True,False,False,1,0
2,25,18,17,2,JEDPEN,Malaysia,9.5,True,False,False,False,True,1,1
2,73,17,6,6,JHBKIX,Malaysia,7.0,True,False,False,False,True,1,2
1,15,59,6,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,38,65,2,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,7,64,1,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,4,42,3,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,6,60,2,2,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,16,91,3,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,35,73,3,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,0,23,8,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,82,69,1,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,22,53,5,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,68,55,2,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,23,61,7,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,4,74,5,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,15,60,7,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,19,31,1,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,8,59,8,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,71,61,8,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,7,91,2,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,34,63,4,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,33,44,13,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,3
1,1,46,9,6,JHBKTM,Malaysia,4.75,False,True,False,False,True,1,1
1,1,62,11,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,53,27,9,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,18,45,4,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,2,61,5,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,10,20,10,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,10,62,8,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,3,60,4,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,65,8,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,38,60,2,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,4,91,0,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,3
1,27,44,3,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,40,63,2,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,9,46,8,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,22,60,14,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,28,83,6,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,7,61,8,2,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,72,69,10,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,19,44,2,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,34,80,3,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,16,61,2,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,2,88,3,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,74,64,3,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,12,63,3,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,48,21,8,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,5,28,5,5,JHBKTM,United States,4.75,True,False,False,False,True,1,1
1,2,62,9,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,8,47,0,2,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,32,30,10,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,11,37,1,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,10,41,10,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,1,19,9,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,4,60,4,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,19,30,8,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,13,62,3,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,2,50,8,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,63,45,6,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,0,30,6,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,33,30,5,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,6,92,17,1,JHBKTM,Singapore,4.75,True,False,False,False,True,1,2
1,29,57,16,3,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,6,32,15,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,19,60,7,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,85,34,6,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,0,31,6,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,1,121,10,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,46,62,16,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,1,31,12,1,JHBKTM,Malaysia,4.75,False,True,False,False,True,1,1
3,36,34,2,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,3
2,60,93,6,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,15,65,13,3,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,19,67,1,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,7,48,2,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,4,22,4,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,8,49,0,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,17,62,5,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,3,62,2,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,29,78,1,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,4,59,10,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
2,15,20,2,2,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,4,63,6,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,24,18,1,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,62,2,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,24,45,7,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,1,60,6,2,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,67,45,10,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,16,53,5,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,11,92,1,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,29,83,13,3,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,2,29,7,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,3
1,3,29,3,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,20,29,11,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,10,39,2,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,28,64,8,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,40,19,10,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,35,93,8,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,15,62,8,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,31,30,12,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,1,27,8,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,7,91,1,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,10,71,1,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,24,55,6,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,151,52,5,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,26,46,1,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,22,21,7,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,0,71,8,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,2,50,14,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
4,22,31,2,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,12,34,2,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,21,65,1,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,54,95,8,3,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,91,16,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,39,2,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,35,57,0,2,JHBKTM,Singapore,4.75,True,False,False,False,True,1,1
1,67,30,6,4,JHBKTM,Singapore,4.75,True,False,False,False,True,1,1
1,0,31,6,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,27,48,8,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,113,88,9,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,6,61,5,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,29,63,6,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,23,30,5,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,28,67,3,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,14,47,9,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,7,61,1,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,12,89,9,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,3,45,6,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,66,19,10,2,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
2,10,58,3,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,32,32,12,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,62,8,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,68,57,2,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,19,59,5,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,63,4,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,13,61,7,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,27,30,1,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,42,42,15,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,16,46,7,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,47,41,7,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,27,61,9,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,14,90,8,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,7,27,13,6,JHBKTM,Singapore,4.75,True,False,False,False,True,1,1
1,24,47,3,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,61,69,10,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,7,60,5,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,79,44,8,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,10,64,7,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,3,17,5,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,31,72,2,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,0
1,16,75,7,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,19,64,8,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,36,59,2,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
3,18,59,6,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,12,61,9,0,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,12,29,8,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
2,42,72,3,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,2,120,7,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,18,62,8,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
1,23,36,13,5,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,8,42,6,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
2,24,41,8,6,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,2
2,20,64,7,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,2,36,7,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,46,4,4,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,1
1,20,98,6,1,JHBKTM,Malaysia,4.75,True,False,False,False,True,1,3
1,205,86,6,5,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,3
2,97,18,15,3,JHBMEL,Malaysia,8.83,False,True,False,False,True,1,3
1,48,28,15,3,JHBMEL,India,8.83,False,True,False,False,True,1,3
1,131,87,2,4,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,3
2,117,37,10,5,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,2
1,205,29,5,5,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,2
1,11,86,12,3,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,2
1,4,33,9,6,JHBMEL,Malaysia,8.83,True,False,False,False,True,1,1
1,99,29,19,4,JHBMRU,Mauritius,7.42,True,False,False,False,True,1,2
1,5,18,8,6,JHBPEK,Malaysia,6.42,True,False,False,False,True,1,2
4,27,25,12,0,JHBPEK,Malaysia,6.42,False,True,False,False,True,1,2
1,13,1,6,1,JHBPEK,Malaysia,6.42,True,False,False,True,False,1,0
1,3,27,15,1,JHBPEK,China,6.42,True,False,False,False,True,1,2
1,30,18,9,0,JHBPUS,Malaysia,6.33,True,False,False,False,True,1,0
1,14,22,8,3,JHBPUS,Malaysia,6.33,True,False,False,False,True,1,0
3,17,17,20,4,JHBPUS,South Korea,6.33,True,False,False,False,True,1,0
1,4,72,5,1,JHBPUS,South Korea,6.33,True,False,False,False,True,1,1
1,9,94,8,5,JHBPUS,Singapore,6.33,True,False,False,False,True,1,0
2,47,27,13,4,JHBPUS,Malaysia,6.33,True,False,False,False,True,1,2
2,13,89,1,6,JHBPUS,Singapore,6.33,True,False,False,False,True,1,1
1,61,36,23,3,JHBPVG,Malaysia,5.33,True,False,False,False,True,1,3
1,5,59,13,0,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,1
2,248,34,5,6,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,1
1,111,29,18,2,JHBTPE,Malaysia,4.67,True,False,False,False,True,1,2
1,8,26,15,0,JHBTPE,Taiwan,4.67,True,False,False,False,True,1,1
1,1,29,4,1,JHBTPE,Taiwan,4.67,True,False,False,False,True,1,1
1,16,43,7,6,JHBTPE,Taiwan,4.67,True,False,False,False,True,1,1
1,4,28,4,6,JHBTPE,Malaysia,4.67,False,True,False,False,True,1,2
